__label__joy	All you have to do is ask for help .
__label__joy	Thank you .
__label__joy	What a thoughtful granddad ! Do you have her account details with you ?
__label__sadness	I'm afraid so . I don't remember you telling me about it .
__label__joy	Definitely . I really like Italian food .
__label__disgust	A well-learned person never does that .
__label__surprise	You did ? How ? Did you wear red underwear again this year ?
__label__joy	Thank you again .
__label__joy	Oh , Thank you . I'm looking for the train station .
__label__joy	Ok , thank you .
__label__joy	Good night then !
__label__joy	Get in .
__label__joy	That sounds like a good idea .
__label__sadness	I am afraid I am not interested in fashion .
__label__joy	Yeah , it sure would .
__label__joy	Yes , certainly , madam .
__label__joy	Thanks , bye bye .
__label__joy	Yes . to our first anniversary and many more to come . Cheers !
__label__joy	Good morning , Jim !
__label__joy	Spacious , bright and clean.And the walls were newly painted .
__label__joy	No problem ! We have a broad selection of suits , all tailored made so that it will fit perfectly .
__label__joy	And good shot !
__label__anger	I can't bear you anymore . I am sick of your drinking . I am divorcing you .
__label__joy	Please do that . I can't wait to come back again . The performance must be really amazing .
__label__joy	Who wouldn't ? Wow , that's out of this world .
__label__joy	I appreciate it . It is related to company image .
__label__joy	Do you guys do anything special ?
__label__joy	Great . I would be happy to try it . I know my hair doesn't look good now . It's too weak .
__label__surprise	Are you serious ? You haven't even been anywhere on vacation ?
__label__joy	Let me have a look . Oh , no . They are Chinese poems which describe this happy scene .
__label__joy	Thank you very much .
__label__anger	What a bummer ! You set me up ?
__label__joy	Yeah , all right .
__label__anger	It is impossible . You cheated on me .
__label__joy	Yeah , most of the people are from our office .
__label__joy	What a pin-up she is !
__label__joy	Yes , it's to my liking , too .
__label__joy	it sounds really complicated . No wonder it tastes so great .
__label__anger	I don't know what a bench warrant is .
__label__joy	Yes , thank you . I've already been helping myself .
__label__joy	Hello , Kevin .
__label__sadness	I ’ m awfully sorry to hear that . I ’ ll turn to it right away .
__label__joy	I was happy to help .
__label__joy	Thanks !
__label__fear	But , dad , it's stormy outside .
__label__surprise	What ? You're kidding ! Let me see that ... There must be some mistakes .
__label__joy	I'm doing great , thank you .
__label__joy	Yeah , that ’ s perfect . What about the subjects for your minor ?
__label__joy	Would you like to have dinner with me tonight ?
__label__joy	How do I look ? I love these braids . They're fun !
__label__joy	Thank you . I think I'll take this one , and these pants as well . They're presents for a friend .
__label__joy	"Boris , look at this sentence . "" Healthy eating is not about strict nutrition philosophies , staying unrealistically thin , or depriving yourself of foods you love . "" It's interesting , isn't it ?"
__label__joy	Jennifer , would you like to have dinner with me ?
__label__joy	I appreciate what you have done for me.Everything I have seen here has left a deep impression on me . I really don't know how to express my thanks to you .
__label__joy	Oh , Penny , I'm Leonard , glad to meet you .
__label__joy	Another glass of beer , will you ?
__label__anger	We ’ re in the same boat ! I ’ Ve eaten fast food the whole week . I hate it now .
__label__disgust	Well . I ’ m rather disappointed with it .
__label__joy	If that's okay with you .
__label__joy	Hello , Jane !
__label__sadness	I wouldn ’ t exactly characterize it in that way . I think something happened . Something terrible and unexpected that made it impossible for him to ... what if he showed up , took one look at me and left ?
__label__joy	I will bite many beautiful girls on the neck tonight . Maybe I will suck their blood .
__label__sadness	Oh , breaktime flies .
__label__joy	Great , take care .
__label__joy	You're welcome .
__label__joy	I will do my best .
__label__joy	Of course not , we'd be happy if you could come.What time will you be able to come ?
__label__sadness	Yeah .
__label__joy	Thanks , Carla . That's quite a compliment coming from you . You always dress so tastefully .
__label__joy	Thank you .
__label__joy	Your birthday is coming , and I think this dress suits you . Why not try it now ?
__label__joy	I like it very much .
__label__joy	We pitched a tent in the night , waiting for the sunrise . Wow ! It was too beautiful .
__label__joy	Of course not.There are so many people here today .
__label__joy	I like it .
__label__joy	Hear me out . We can pool the money and give it to a family who could really use it !
__label__joy	You're really sporty !
__label__joy	Wow , what a lovely cake .
__label__joy	Kristy , that's wonderful ! Thanks so much for contacting me personally .
__label__joy	Absolutely . That's why I can always get a good price .
__label__joy	I appreciate all help of you during my stay here .
__label__joy	It fits me exactly . How does it look like ?
__label__joy	Would you be interested in joining me ?
__label__joy	No problem .
__label__sadness	Yes , I ache all over .
__label__disgust	Granted , it ’ s cheap , but the place is filthy , the beds are uncomfortable , there ’ s no A / C , the breakfast is pretty skimpy ... and the staff couldn ’ t care less about the guests .
__label__joy	Oh , great !
__label__joy	It's good to have you in the group . We can always use a good baritone !
__label__joy	All set . And we're having a red bean cake and dim sum for the Taiwanese guests , just like your mom wanted .
__label__sadness	I can ’ t believe it . I guess I ’ ll be here until 10 again tonight .
__label__joy	Yes , that's right . You have a good memory .
__label__surprise	Really ? How much does it cost to fly to Rome ?
__label__sadness	I just lost my job , and I am unsure about being able to find another one .
__label__sadness	I am awfully sorry . Please tell us about the stains before the dry-cleaning next time .
__label__joy	Alright . thanks .
__label__joy	I've never tasted anything better .
__label__surprise	What do you mean ?
__label__joy	Thank you for the invitation .
__label__anger	Oh , so it was my fault , was it ? If I hadn't warned you in time it would have been much worse .
__label__fear	I can ’ t go through with this ! I just can ’ t ! I ’ m not ready for marriage ! What was I thinking ? I ’ m only thirty five years old ! I ’ Ve got my entire life ahead of me , adventures waiting ! I can ’ t settle down yet !
__label__joy	We are ready to help you .
__label__surprise	I ’ Ve just found a mouse in the house !
__label__joy	Thank you . I know I've nothing to offer you , but I'll never give you reason to cry .
__label__joy	OK . We'll wait .
__label__joy	Of course ! Of course ! Here you are . Thank you so much .
__label__surprise	What ? Why ! I am taking an intercontinental flight ! I ’ m flying sixteen thousand CMS ! How am I supposed to only take two , twenty kilo bags ? That ’ s absurd !
__label__joy	It's great . and I ' Ve heard that listening to Mozart can make you more intelligent .
__label__joy	That's good to hear .
__label__joy	You know , Tom is my best friend and he asked me to be his best man .
__label__joy	I was happy to help .
__label__joy	She knows how to speak Spanish and Japanese .
__label__disgust	Well I don ’ t think so . I don ’ t like it at all !
__label__surprise	In the dustbin ! Why didn't you tell me before ?
__label__joy	Thank you .
__label__surprise	Really ? You worked here for just half an hour . I consider the price very high .
__label__sadness	I'm very sorry to hear that .
__label__joy	Ok , thanks !
__label__joy	Wow ! Call him tonight ! You guys will really have an interesting love story to tell everyone !
__label__surprise	30,000 NT for ginseng ? ! Do I have to buy a whole jin ?
__label__joy	Look behind us at the mountains ! They're reflecting pink !
__label__fear	What a thrilling trip !
__label__joy	You are right . How about paintings and embroidered handkerchiefs ?
__label__joy	Yeah . I hate all this traffic . It's really noisy .
__label__joy	You are such a good father . It's next Sunday .
__label__joy	The cleanup crew is towing the heavily damaged car and the green flag drops ! Rikknen is still in the lead with only two laps to go !
__label__anger	Why are you trying to rush me off the phone ?
__label__joy	Oh , thank you very much .
__label__joy	Oh , that means I can do whatever I like without few interruptions .
__label__joy	You dance well . Do you breakdance ?
__label__joy	I've always liked green apples .
__label__sadness	So sorry , I must have confused the orders . I'll check it .
__label__joy	Sure , welcome anytime
__label__joy	It was fantastic , but I'm glad to be back ! Being a tourist is really tiring !
__label__surprise	Really ? Why ?
__label__joy	We'll contact you soon , Tom . Thanks for coming in .
__label__joy	No , thank you .
__label__joy	I actually like the food there .
__label__joy	My pleasure .
__label__joy	Yeah . I'm going to celebrate tonight . Wanna hang out ?
__label__joy	I'll be expecting you then .
__label__joy	You work upstair , right ? I think I have seen you before . I'm Karren , Karren Brown .
__label__joy	A playpen and crib ! Thanks Carla ! This is just what I needed !
__label__joy	of course ! I really love watching football games on TV .
__label__anger	The cat has eaten my fish , I'll kill it .
__label__joy	Good idea ! Let's make ready , then .
__label__joy	You're so lucky . I hope to get married to a guy like that .
__label__joy	It's no big deal . Thank you .
__label__joy	He's cute ! He looks like Tiger Woods ! But , I can't dance ...
__label__surprise	What park ? You found a doll in a park ? Gross !
__label__joy	Yes , they are shy and gentle but very powerful .
__label__joy	Thanks a lot .
__label__joy	They must be amazing animals .
__label__joy	Why not ?
__label__joy	I'm glad you enjoyed it .
__label__joy	Aren't they cool ? I like the settings .
__label__joy	He prefers suits to jackets .
__label__joy	I really need to learn this stuff .
__label__joy	Lorin Maazel . He did an amazing job . Moreover , he just celebrated his 75th birthday .
__label__joy	Thank you very much .
__label__joy	Thank you .
__label__joy	It ’ s nice that she ’ s back for a while . Thinking of all these ailments , I got a splinter the other day . It took a long time for me to get it out of my skin . Look .
__label__surprise	A physics class about the creation of the universe ? That ’ s some pretty unscientific language there . Sounds more religious to me .
__label__sadness	It sure is.He has no one to turn to , very miserable indeed .
__label__joy	Well , thanks a lot for your help .
__label__joy	Yes , goodbye and keep in touch .
__label__joy	Okay , let me brush you off . Thank you very much for coming .
__label__joy	Well , I would be happy to assist you in choosing the perfect gift for her . Is there anything particular that you have in mind ?
__label__joy	Good . Where shall we meet ?
__label__joy	Wow ! A third more ? Very good .
__label__disgust	I'm tired of this job .
__label__joy	I guess I never thought of that before .
__label__joy	Fortunately , there is no person died .
__label__joy	That ’ d be fine .
__label__joy	Your daughter looks like her mother .
__label__joy	Bye !
__label__joy	Of course , I like flowers .
__label__joy	That's very good .
__label__joy	I love this wine ! It goes very well with the chicken .
__label__joy	The dinner is really rich .
__label__joy	That's why it's interesting .
__label__surprise	Really ?
__label__joy	Hi , how are you doing ?
__label__joy	Nice to meet you , Mr . Wilson .
__label__joy	I am very satisfied with your answers .
__label__joy	OK , I'd love the company .
__label__joy	You have your ducks in a row .
__label__joy	It is our pleasure . It has been a great pleasure to work with you .
__label__joy	Thank you for all your help .
__label__anger	Why am I being charged $ 10 for a movie that I never ordered ?
__label__joy	Wonderful . Thank you very much . I have been dreaming to work with your company and I am finally granted the great opportunity . I won ’ t let you down and I hope you will contact me when you have any questions .
__label__surprise	Where ’ s my wallet ? Someone has stolen my wallet !
__label__joy	Very well , thank you .
__label__anger	Oh , my God ! I've been cheated !
__label__joy	You look great today . And so beautiful . I love your elegant haircut .
__label__joy	Tony looks very handsome in the suit .
__label__anger	That sucks . I'd be pissed if that happened to me .
__label__joy	You really can't live without candy .
__label__joy	Well , Jeff , that was a very productive meeting , I thought . You had some really great ideas in there !
__label__joy	I'm glad to help .
__label__anger	There was plenty of room for me to pull out.You didn't have to stay in the lane you were in .
__label__joy	Thanks for helping out . Now that I ’ m ready , what are you doing tonight ?
__label__joy	Pleasure is mine.Here ' s my card .
__label__joy	Way to go ! It seems beautiful and very delicious .
__label__surprise	7 days ! What am I supposed to do for money until then ?
__label__joy	He loved his family and his countrymen and his freedom .
__label__surprise	I didn't do anything .
__label__surprise	That ’ s expensive .
__label__anger	Oh , shut up about ties ! Forget about ties , why not ?
__label__joy	What an interesting family !
__label__joy	That sounds perfect . Do you think I can get some highlights today , too ? I've always wanted red .
__label__surprise	Hi ! Fiona ? I almost didn't recognize you . You are much thinner since I last saw you .
__label__joy	I really appreciate your help .
__label__anger	Oh man ! I ’ Ve been starving myself for days now and I haven ’ t lost an ounce !
__label__joy	Have you ? That's splendid . Just let me get my things together . I won't keep you long .
__label__joy	thanks , I will . I'll see you tomorrow then !
__label__joy	That's all right.Show me the blue pen , please .
__label__joy	Oh , Thank you very much !
__label__sadness	I know that , mom . But sometimes I'm just sad .
__label__joy	The climate here is pleasant .
__label__anger	This PC is top of the line and I guarantee it will never freeze ! If it does , we ’ ll give you your money back !
__label__joy	Okay . I'll see you then .
__label__joy	Wow ! You really went all out ! Did you make any coffee ?
__label__joy	You're welcome . Now smile ...
__label__joy	Ha ha , really ?
__label__surprise	Where ? my car ?
__label__joy	great , let's go !
__label__disgust	I can ’ t bear it . The driver is too bad .
__label__joy	Goodbye .
__label__surprise	Really ? Are you going to introduce us ?
__label__joy	Yes , it suits you very well . It certainly is unique . I don ’ t think I ’ Ve seen anything like it before .
__label__joy	So cool . I want to be a back-packer when I grow up .
__label__joy	It's marvelous ! The lawn looks like a green carpet , and the garden with so many lovely flowers .
__label__joy	I don't think we have anything to worry about . Do you want to put on a cup of tea as well ?
__label__joy	I promise .
__label__joy	Almost . The only thing that isn't ready is the hotel . As a lot of people have chosen that day to get married , it is hard to find a hotel that isn't too expensive .
__label__joy	Not at all , but we don ’ t have a very traditional marriage either , so it suited us perfectly !
__label__anger	What about you ? You spend as much or more money on your razors , after shave , cologne and gel ! Not to mention how much you spend on clothes and ...
__label__surprise	What happened to you ? You look like you got hit by a tornado !
__label__anger	I've been here for 3 years , and I haven't had a raise in all that time.If you like my work , it should be reflected in my pay , and I feel it isn't .
__label__joy	I ’ d be glad to .
__label__joy	She was patient , kind , fun , smart , caring , and yet strict , too . I really learned a lot from her .
__label__disgust	Me , too , I can ’ t stop scratching . They are everywhere ! Sneaky little jerks .
__label__joy	I like lotus .
__label__joy	Watch his bread , it seems to be delicious . He had a lot on the ball .
__label__joy	I've found a nice place in this district.Three bedrooms , a large kitchen , high ceilings , a tile bath and a big drawing room .
__label__joy	Thank you . Just a moment , please .
__label__joy	Yes , there must be about a hundred . Do you have a favorite ?
__label__sadness	Let me see , I am sorry . It's for table 11 .
__label__sadness	Again , I do apologize for the inconvenience .
__label__joy	That sounds great .
__label__joy	Thank you , Ma ’ am .
__label__joy	You're dancing so well .
__label__joy	That's good , I'm usually more comfortable in bigger families .
__label__surprise	Really ? Have you had an auto-reverse break before ?
__label__joy	That's a good choice . How do you want to pay for it ?
__label__joy	Very impressive . It's made of glass which makes it even brighter .
__label__joy	Well , my parents have rented a condominium in Florida . I'm going to take long walks along the beach every day and do lots of swimming .
__label__surprise	Cancelled ? That's just can't happen !
__label__joy	Maybe that's what I'll do . Thanks a lot .
__label__joy	Ok , I'll meet you at the club at two thirty .
__label__joy	Thank you . I have roses , tulips , and daffodils . Do you like the rockery with the smaller flowers ?
__label__joy	Oh , Thank you . I'm looking for the train station .
__label__joy	why not ? I love animals and I love nature .
__label__surprise	Really ? What can I do ?
__label__anger	Don ’ t ever mention him . I ’ m getting over it .
__label__joy	Thanks for reminding me . I ’ Ve prepared some party games for the children too .
__label__fear	I know for sure that something is wrong !
__label__joy	Let me see . Yes , Mary . Let ’ s make it next Wednesday .
__label__surprise	Small ? But it should be enough for our needs , I think .
__label__joy	Thank you for your interview with me .
__label__joy	OK , thanks for the order .
__label__joy	That's good enough , I think . What colors does the new Accord come in ?
__label__joy	No problem .
__label__surprise	Really ? Are you sure ?
__label__joy	Gorgeous ! What should I bring on that day ?
__label__joy	Did you go to the Summer Mountain Resort ?
__label__surprise	I can ’ t believe Obama is our President .
__label__joy	OK , thank you .
